0	0.006432899837818695	5e-324
0	0.005876618863112526	5e-324
0	0.005300859216125294	5e-324
0	0.006709944108378193	5e-324
0	0.010067221011855441	5e-324
0	0.01464133029120053	5e-324
0.01	0.010170698221241736	5e-324
0.01	-0.0009854596156365202	5e-324
0.01	0.05224967224294473	5e-324
0.02	0.04561115333648113	5e-324
0.03	0.05247577676572297	5e-324
0.03	0.04726794640160737	5e-324
0.04	0.06588489126665084	5e-324
0.06	0.048267261147242016	5e-324
0.07	0.04491306181583141	5e-324
0.13	0.042133928875366655	5e-324
0.19	0.06736970382696054	5e-324
0.28	0.11582074475613408	5e-324
0.39	0.16967751572461906	5e-324
0.54	0.23522163561657106	5e-324
0.69	0.3090798309112319	5e-324
0.87	0.4109384051322434	5e-324
1.08	0.5337895780749788	5e-324
1.3	0.7102133479439146	5e-324
1.48	0.8447134221630259	5e-324
1.69	0.9670216123502566	5e-324
1.9	1.1391696953286268	5e-324
2.08	1.2848143692256104	5e-324
2.3	1.4445095022342658	5e-324
2.48	1.3939844412704268	5e-324
2.7	1.455561715635161	5e-324
2.88	1.4893083445691706	5e-324
3.08	1.7672415117604812	5e-324
3.25	1.9474076480189286	5e-324
3.46	2.330566065941775	5e-324
3.67	2.659064129674728	5e-324
3.85	2.7286148846939087	5e-324
3.99	2.601160570513228	5e-324
4.23	3.1657625083739718	5e-324
4.43	3.4164131874570853	5e-324
4.6	3.457168800919033	5e-324
4.79	3.855751236585934	5e-324
4.95	3.9806821710056135	5e-324
5.12	4.488595491115898	5e-324
5.27	4.959675890147904	5e-324
5.36	5.0241133961037745	5e-324
5.43	5.5919581107271785	5e-324
5.48	5.769467805416962	5e-324
5.52	6.476173757349431	5e-324
5.57	6.608212656924471	5e-324
5.62	7.15813696277776	5e-324
5.68	7.543276639706969	5e-324
5.73	7.333015409643173	5e-324
5.8	7.691499707195215	5e-324
5.85	7.524284228572674	5e-324
5.9	7.50017902268108	5e-324
5.97	8.112595572100862	5e-324
6.04	8.669819206930084	5e-324
6.1	8.583706276527256	5e-324
6.17	8.593998491305411	5e-324
6.27	9.826298357762244	5e-324
6.35	9.528431898999044	5e-324
6.45	9.987171174968777	5e-324
6.52	9.680165465869909	5e-324
6.62	10.162666665142536	5e-324
6.69	9.873018540234481	5e-324
6.78	10.266523756982886	5e-324
6.85	9.847692632399673	5e-324
6.94	10.223350420302866	5e-324
7.01	9.86806727939963	5e-324
7.11	10.275148426717212	5e-324
7.2	10.601184201801424	5e-324
7.28	10.244600589228199	5e-324
7.37	10.651859774372658	5e-324
7.45	10.274450115322407	5e-324
7.54	10.703663272043105	5e-324
7.61	10.34316404704338	5e-324
7.7	10.71029459476805	5e-324
