# dys	dss	acs	a1s	a2s	a3s
0.0003304104006929265	0	-0.15109295366723088	0.002676527015864849	0.0008903219713829458	-0.015407193452119827
0.000017075473351724213	-0.01	0.6571601326569915	-0.04084394872188568	0.03302035108208656	0.06701168417930603
-0.000323580212352681	0	-0.40713951604142784	0.051380183547735214	-0.038274794816970825	-0.04151667654514313
0.0022044435550014896	0	-0.06587819251725449	-0.05712426081299782	-0.02532973513007164	-0.006717706099152565
0.00044908493782713776	-0.01	-0.13708666754602453	0.05120104178786278	-0.018913697451353073	-0.013978949747979641
0.0009195142170028703	-0.009999999999999998	0.18279696430610493	-0.017929332330822945	-0.011526116169989109	0.018640102818608284
0.0005118373010191135	0	0.14520868140161036	0.057069458067417145	0.010398797690868378	0.014807164669036865
0.001432205291621358	-0.010000000000000002	-0.10641624687174335	-0.02853412553668022	-0.05171554163098335	-0.010851437225937843
0.00018100001261700527	-0.019999999999999997	0.4168379032351076	0.04026038944721222	0.0044067963026463985	0.04250563681125641
0.0005306203215695859	-0.010000000000000009	0.9705982324983924	0.037397485226392746	0.011677440255880356	0.09897347539663315
0.0005079953193671827	-0.06	1.6244824852898716	-0.038005001842975616	-0.01713179424405098	0.1656511127948761
0.0016366840795853932	-0.06	1.7567567201860248	0.022573035210371017	-0.025511864572763443	0.17913933098316193
0.002954483702978905	-0.09000000000000002	2.647208160714805	0.004090040922164917	-0.029126256704330444	0.2699401080608368
0.0038526535786331806	-0.10999999999999999	3.1412025149971243	-0.04005130007863045	-0.08005359768867493	0.3203135132789612
0.0050876371583399305	-0.15000000000000002	4.172834842716157	-0.0769265666604042	-0.061464834958314896	0.4255107343196869
0.0063443919652854674	-0.1499999999999999	5.008244341111183	-0.03693302348256111	-0.05766866356134415	0.5106987953186035
0.008536882688531477	-0.18000000000000005	5.407297435200214	-0.06020200252532959	-0.07589195668697357	0.5513908863067627
0.010826276721672912	-0.21000000000000008	5.113244930765032	-0.01283857598900795	-0.046075694262981415	0.5214058756828308
0.014764734551135916	-0.21999999999999997	5.012268189799785	0.02132490649819374	-0.04746641218662262	0.5111091136932373
0.015468244036128453	-0.17999999999999994	5.158161346334219	-0.09628686308860779	0.05242690071463585	0.5259860754013062
0.016828305454509973	-0.20999999999999996	5.191996980440616	-0.025607798248529434	0.05160193517804146	0.5294363498687744
0.020603692517852323	-0.20999999999999996	5.1740591726899146	-0.03102155774831772	0.07271833717823029	0.5276072025299072
0.02189032940304969	-0.18000000000000016	5.619085497924686	-0.016064167022705078	0.10568229854106903	0.5729872584342957
0.024498607892383006	-0.21999999999999975	5.954343872973323	-0.03498828411102295	0.12259604781866074	0.6071740984916687
0.017957421101982618	-0.18000000000000016	5.185797541278601	-0.019156217575073242	0.0682200938463211	0.5288041830062866
0.02192661478284208	-0.2200000000000002	5.270688824361563	-0.031549543142318726	0.034922558814287186	0.5374606847763062
0.021622244478294306	-0.17999999999999972	5.242423683863878	-0.0319463312625885	-0.010293520987033844	0.5345784425735474
0.032265386751987535	-0.20000000000000018	4.993173613229394	-0.032551828771829605	-0.026735886931419373	0.5091620087623596
0.032051943340775324	-0.16999999999999993	5.16278432995975	-0.023835770785808563	-0.029021380469202995	0.5264574885368347
0.04301226252482593	-0.20999999999999996	5.1456262744098895	-0.03032734990119934	-0.053660884499549866	0.5247078537940979
0.04605639246028659	-0.20999999999999996	5.319422752392292	-0.022244103252887726	-0.03859621286392212	0.5424301624298096
0.039829394371281523	-0.18000000000000016	5.150850146538019	-0.02459748089313507	-0.04224130138754845	0.5252405405044556
0.03258683252988703	-0.14000000000000012	5.1135588190197945	-0.032530106604099274	-0.05187934264540672	0.5214378833770752
0.05965231089021472	-0.2400000000000002	5.034091899073124	-0.05627105385065079	-0.0331047922372818	0.5133345127105713
0.054412702022546	-0.1999999999999993	5.022057177886366	-0.05690067261457443	-0.02120501920580864	0.5121073126792908
0.04914833372004068	-0.16999999999999993	4.822874037452042	-0.04504987224936485	-0.019259989261627197	0.4917962849140167
0.06462383483221856	-0.1900000000000004	4.7413341106235976	-0.04944784566760063	-0.0012113424018025398	0.4834815263748169
0.05875755610895794	-0.16000000000000014	4.5344744442120195	-0.060910169035196304	0.004991913214325905	0.46238771080970764
0.07645030737967318	-0.16999999999999993	4.102878678436577	-0.06510183960199356	0.005049401894211769	0.41837719082832336
0.08196995400294327	-0.14999999999999947	3.246919436226785	-0.07886780798435211	0.04029036685824394	0.3310936391353607
0.07156928344465996	-0.09000000000000075	2.2472475963920355	-0.08190201967954636	0.049995385110378265	0.22915548086166382
0.09343954916630537	-0.0699999999999994	1.6295491210296749	-0.06711618602275848	0.06433036178350449	0.16616776585578918
0.0850623221499518	-0.05000000000000071	1.3496652810700236	-0.07569357752799988	0.04499189555644989	0.13762755692005157
0.10957757862797735	-0.03999999999999915	1.2092569856874644	-0.0480508878827095	0.028866786509752274	0.1233098953962326
0.095448478556591	-0.05000000000000071	1.1196936922054737	-0.06214049458503723	0.014056549407541752	0.11417698115110397
0.11469424409006024	-0.04999999999999982	1.3349192550979554	-0.04141347110271454	-0.011868039146065712	0.1361238807439804
0.11546605546618594	-0.05999999999999961	1.1928935876466333	-0.062171727418899536	-0.06419377774000168	0.12164129316806793
0.09600684652104974	-0.05000000000000071	1.6677150394253433	-0.05740678310394287	-0.05938807502388954	0.17005960643291473
0.11678428197637913	-0.0699999999999994	1.6996904326178133	-0.07025087624788284	-0.04342095926403999	0.17332018911838531
